"Tabela 6450 - Unidades locais, pessoal ocupado total e assalariado, salários e outras remunerações, por seção, divisão, grupo e classe da classificação de atividades (CNAE 2.0)"
"Cód.";"Município";"Ano x Variável x Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"Cód.";"Município";"2019"
"Cód.";"Município";"Pessoal ocupado assalariado (Pessoas)";;"Salários e outras remunerações (Mil Reais)"
"Cód.";"Município";"Total";"55.10-8 Hotéis e similares";"Total";"55.10-8 Hotéis e similares"
"4306205";"Cruzeiro do Sul (RS)";"2622";"-";"76755";"-"
"4306304";"David Canabarro (RS)";"650";"4";"16751";"51"
"4306320";"Derrubadas (RS)";"320";"X";"9931";"X"
"4306353";"Dezesseis de Novembro (RS)";"183";"-";"6094";"-"
"4306379";"Dilermando de Aguiar (RS)";"257";"-";"9817";"-"
"4306403";"Dois Irmãos (RS)";"11904";"X";"373117";"X"
"4306429";"Dois Irmãos das Missões (RS)";"260";"-";"8655";"-"
"4306452";"Dois Lajeados (RS)";"518";"-";"15287";"-"
"4306502";"Dom Feliciano (RS)";"921";"-";"27913";"-"
"4306551";"Dom Pedro de Alcântara (RS)";"355";"-";"10571";"-"
"4306601";"Dom Pedrito (RS)";"4902";"X";"139466";"X"
"4306700";"Dona Francisca (RS)";"368";"-";"11225";"-"
"4306734";"Doutor Maurício Cardoso (RS)";"551";"-";"17992";"-"
"4306759";"Doutor Ricardo (RS)";"325";"-";"8968";"-"
"4306767";"Eldorado do Sul (RS)";"17034";"X";"913924";"X"
"4306809";"Encantado (RS)";"7651";"X";"218618";"X"
"4306908";"Encruzilhada do Sul (RS)";"3246";"13";"94139";"220"
"4306924";"Engenho Velho (RS)";"168";"-";"7214";"-"
"4306932";"Entre-Ijuís (RS)";"1302";"X";"38593";"X"
"4306957";"Entre Rios do Sul (RS)";"393";"X";"12569";"X"
"4306973";"Erebango (RS)";"298";"-";"11384";"-"
"4307005";"Erechim (RS)";"35585";"X";"1161056";"X"
"4307054";"Ernestina (RS)";"507";"-";"14299";"-"
"4307104";"Herval (RS)";"603";"X";"15126";"X"
"4307203";"Erval Grande (RS)";"581";"-";"15598";"-"
"4307302";"Erval Seco (RS)";"714";"-";"21751";"-"
"4307401";"Esmeralda (RS)";"451";"X";"15124";"X"
"4307450";"Esperança do Sul (RS)";"320";"-";"9363";"-"
"4307500";"Espumoso (RS)";"2863";"X";"96316";"X"
"4307559";"Estação (RS)";"1289";"-";"49139";"-"
"4307609";"Estância Velha (RS)";"12957";"-";"357721";"-"
"4307708";"Esteio (RS)";"17545";"24";"644496";"499"
"4307807";"Estrela (RS)";"10213";"22";"308366";"455"
"4307815";"Estrela Velha (RS)";"455";"-";"15174";"-"
"4307831";"Eugênio de Castro (RS)";"284";"-";"11816";"-"
"4307864";"Fagundes Varela (RS)";"491";"-";"15487";"-"
"4307906";"Farroupilha (RS)";"24137";"X";"917455";"X"
"4308003";"Faxinal do Soturno (RS)";"1363";"X";"36923";"X"
"4308052";"Faxinalzinho (RS)";"249";"-";"6932";"-"
"4308078";"Fazenda Vilanova (RS)";"660";"-";"16596";"-"
"4308102";"Feliz (RS)";"3805";"X";"109586";"X"
"4308201";"Flores da Cunha (RS)";"10536";"X";"365106";"X"
"4308250";"Floriano Peixoto (RS)";"198";"-";"6165";"-"
"4308300";"Fontoura Xavier (RS)";"1338";"X";"41557";"X"
"4308409";"Formigueiro (RS)";"687";"-";"20223";"-"
"4308433";"Forquetinha (RS)";"351";"-";"8316";"-"
"4308458";"Fortaleza dos Valos (RS)";"610";"-";"19190";"-"
"4308508";"Frederico Westphalen (RS)";"8588";"52";"239771";"1083"
"4308607";"Garibaldi (RS)";"14657";"X";"488467";"X"
"4308656";"Garruchos (RS)";"287";"X";"14635";"X"
"4308706";"Gaurama (RS)";"908";"X";"26565";"X"
"4308805";"General Câmara (RS)";"593";"-";"14637";"-"
"4308854";"Gentil (RS)";"279";"-";"8639";"-"
"4308904";"Getúlio Vargas (RS)";"3814";"X";"116372";"X"
"4309001";"Giruá (RS)";"2848";"X";"80814";"X"
"4309050";"Glorinha (RS)";"2004";"-";"66609";"-"
"4309100";"Gramado (RS)";"19259";"3099";"626211";"115900"
"4309126";"Gramado dos Loureiros (RS)";"203";"-";"6377";"-"
"4309159";"Gramado Xavier (RS)";"263";"X";"9860";"X"
"4309209";"Gravataí (RS)";"52692";"121";"2036407";"2499"
"4309258";"Guabiju (RS)";"225";"-";"6764";"-"
"4309308";"Guaíba (RS)";"16407";"X";"676798";"X"
"4309407";"Guaporé (RS)";"8800";"13";"236223";"249"
"4309506";"Guarani das Missões (RS)";"1018";"-";"30480";"-"
"4309555";"Harmonia (RS)";"1336";"-";"42110";"-"
"4309571";"Herveiras (RS)";"197";"X";"7170";"X"
"4309605";"Horizontina (RS)";"5455";"27";"271984";"707"
"4309654";"Hulha Negra (RS)";"2004";"-";"53473";"-"
"4309704";"Humaitá (RS)";"770";"-";"18928";"-"
"4309753";"Ibarama (RS)";"363";"-";"10103";"-"
"4309803";"Ibiaçá (RS)";"680";"X";"19704";"X"
"4309902";"Ibiraiaras (RS)";"1094";"X";"32828";"X"
"4309951";"Ibirapuitã (RS)";"392";"-";"11552";"-"
"4310009";"Ibirubá (RS)";"6066";"23";"207719";"479"
"4310108";"Igrejinha (RS)";"11930";"X";"346390";"X"
"4310207";"Ijuí (RS)";"21989";"170";"757492";"4161"
"4310306";"Ilópolis (RS)";"635";"X";"16719";"X"
"4310330";"Imbé (RS)";"3765";"X";"96589";"X"
"4310363";"Imigrante (RS)";"1065";"-";"36705";"-"
"4310405";"Independência (RS)";"921";"-";"29769";"-"
"4310413";"Inhacorá (RS)";"237";"-";"6501";"-"
"4310439";"Ipê (RS)";"961";"-";"26510";"-"
"4310462";"Ipiranga do Sul (RS)";"236";"-";"8976";"-"
"4310504";"Iraí (RS)";"742";"38";"19106";"765"
"4310538";"Itaara (RS)";"562";"X";"17826";"X"
"4310553";"Itacurubi (RS)";"279";"X";"8167";"X"
"4310579";"Itapuca (RS)";"183";"-";"5507";"-"
"4310603";"Itaqui (RS)";"5619";"24";"170960";"455"
"4310652";"Itati (RS)";"276";"-";"8353";"-"
"4310702";"Itatiba do Sul (RS)";"277";"-";"7305";"-"
"4310751";"Ivorá (RS)";"177";"-";"6643";"-"
"4310801";"Ivoti (RS)";"7296";"X";"234708";"X"
"4310850";"Jaboticaba (RS)";"371";"-";"10596";"-"
"4310876";"Jacuizinho (RS)";"223";"-";"7026";"-"
"4310900";"Jacutinga (RS)";"539";"X";"15319";"X"
"4311007";"Jaguarão (RS)";"3449";"59";"92643";"1260"
"4311106";"Jaguari (RS)";"1322";"X";"37690";"X"
"4311122";"Jaquirana (RS)";"617";"X";"16146";"X"
"4311130";"Jari (RS)";"274";"-";"9212";"-"
"4311155";"Jóia (RS)";"598";"X";"23734";"X"
"4311205";"Júlio de Castilhos (RS)";"2526";"9";"77731";"163"
"4311239";"Lagoa Bonita do Sul (RS)";"190";"-";"5519";"-"
"4311254";"Lagoão (RS)";"345";"-";"9919";"-"
"4311270";"Lagoa dos Três Cantos (RS)";"295";"-";"10413";"-"
"4311304";"Lagoa Vermelha (RS)";"5532";"56";"145488";"1238"
"4311403";"Lajeado (RS)";"36279";"201";"1118905";"4333"
"4311429";"Lajeado do Bugre (RS)";"240";"-";"7024";"-"
"4311502";"Lavras do Sul (RS)";"816";"X";"23015";"X"
"4311601";"Liberato Salzano (RS)";"484";"-";"13520";"-"
"4311627";"Lindolfo Collor (RS)";"2238";"-";"66330";"-"
"4311643";"Linha Nova (RS)";"218";"X";"6682";"X"
"4311700";"Machadinho (RS)";"780";"181";"20919";"4132"
"4311718";"Maçambará (RS)";"400";"-";"14213";"-"
"4311734";"Mampituba (RS)";"218";"-";"7205";"-"
"4311759";"Manoel Viana (RS)";"623";"X";"18102";"X"
"4311775";"Maquiné (RS)";"732";"X";"20199";"X"
"4311791";"Maratá (RS)";"463";"X";"12758";"X"
"4311809";"Marau (RS)";"14480";"43";"445745";"840"
"4311908";"Marcelino Ramos (RS)";"677";"X";"19705";"X"
"4311981";"Mariana Pimentel (RS)";"311";"X";"8989";"X"
"4312005";"Mariano Moro (RS)";"300";"-";"9408";"-"
"4312054";"Marques de Souza (RS)";"571";"-";"14172";"-"
"4312104";"Mata (RS)";"463";"X";"13942";"X"
"4312138";"Mato Castelhano (RS)";"333";"X";"10278";"X"
"4312153";"Mato Leitão (RS)";"1695";"-";"48059";"-"
"4312179";"Mato Queimado (RS)";"199";"-";"6329";"-"
"4312203";"Maximiliano de Almeida (RS)";"571";"X";"14095";"X"
"4312252";"Minas do Leão (RS)";"902";"X";"28318";"X"
"4312302";"Miraguaí (RS)";"1173";"-";"28105";"-"
"4312351";"Montauri (RS)";"299";"-";"9620";"-"
"4312377";"Monte Alegre dos Campos (RS)";"262";"-";"8108";"-"
"4312385";"Monte Belo do Sul (RS)";"339";"X";"15694";"X"
"4312401";"Montenegro (RS)";"19618";"61";"720479";"1058"
"4312427";"Mormaço (RS)";"307";"-";"9659";"-"
"4312443";"Morrinhos do Sul (RS)";"288";"-";"10156";"-"
"4312450";"Morro Redondo (RS)";"1207";"X";"18772";"X"
"4312476";"Morro Reuter (RS)";"1433";"X";"46651";"X"
"4312500";"Mostardas (RS)";"1693";"5";"47255";"80"
"4312609";"Muçum (RS)";"2131";"-";"48057";"-"
"4312617";"Muitos Capões (RS)";"425";"-";"16307";"-"
"4312625";"Muliterno (RS)";"237";"-";"6977";"-"
"4312658";"Não-Me-Toque (RS)";"7305";"31";"293395";"650"
"4312674";"Nicolau Vergueiro (RS)";"213";"-";"7896";"-"
"4312708";"Nonoai (RS)";"1834";"11";"51140";"182"
"4312757";"Nova Alvorada (RS)";"1030";"X";"36977";"X"
"4312807";"Nova Araçá (RS)";"2291";"X";"56543";"X"
"4312906";"Nova Bassano (RS)";"3846";"5";"145778";"75"
"4312955";"Nova Boa Vista (RS)";"496";"-";"14474";"-"
"4313003";"Nova Bréscia (RS)";"519";"X";"15203";"X"
"4313011";"Nova Candelária (RS)";"957";"-";"29115";"-"
"4313037";"Nova Esperança do Sul (RS)";"1714";"X";"40721";"X"
"4313060";"Nova Hartz (RS)";"6891";"X";"166125";"X"
"4313086";"Nova Pádua (RS)";"325";"X";"10668";"X"
"4313102";"Nova Palma (RS)";"956";"X";"31416";"X"
"4313201";"Nova Petrópolis (RS)";"7047";"111";"240051";"2626"
"4313300";"Nova Prata (RS)";"8349";"36";"273915";"824"
"4313334";"Nova Ramada (RS)";"264";"-";"10562";"-"
"4313359";"Nova Roma do Sul (RS)";"580";"2";"20812";"25"
"4313375";"Nova Santa Rita (RS)";"8125";"X";"310988";"X"
"4313391";"Novo Cabrais (RS)";"347";"-";"10460";"-"
"4313409";"Novo Hamburgo (RS)";"69967";"208";"2357837";"5102"
"4313425";"Novo Machado (RS)";"319";"-";"11070";"-"
"4313441";"Novo Tiradentes (RS)";"242";"-";"7826";"-"
"4313466";"Novo Xingu (RS)";"198";"-";"6438";"-"
"4313490";"Novo Barreiro (RS)";"409";"-";"12409";"-"
"4313508";"Osório (RS)";"11350";"36";"377412";"807"
"4313607";"Paim Filho (RS)";"542";"X";"13516";"X"
"4313656";"Palmares do Sul (RS)";"1643";"X";"49742";"X"
"4313706";"Palmeira das Missões (RS)";"4830";"26";"152639";"407"
"4313805";"Palmitinho (RS)";"1315";"X";"31840";"X"
"4313904";"Panambi (RS)";"12927";"X";"507180";"X"
"4313953";"Pantano Grande (RS)";"2040";"X";"60622";"X"
"4314001";"Paraí (RS)";"2458";"X";"68948";"X"
"4314027";"Paraíso do Sul (RS)";"585";"-";"17283";"-"
"4314035";"Pareci Novo (RS)";"719";"-";"21227";"-"
"4314050";"Parobé (RS)";"13072";"28";"353801";"675"
"4314068";"Passa Sete (RS)";"239";"-";"9134";"-"
"4314076";"Passo do Sobrado (RS)";"708";"-";"20898";"-"
"4314100";"Passo Fundo (RS)";"59897";"456";"2152253";"10670"
"4314134";"Paulo Bento (RS)";"513";"-";"26972";"-"
"4314159";"Paverama (RS)";"1209";"-";"30649";"-"
"4314175";"Pedras Altas (RS)";"258";"-";"8575";"-"
"4314209";"Pedro Osório (RS)";"958";"X";"27056";"X"
"4314308";"Pejuçara (RS)";"544";"-";"18142";"-"
"4314407";"Pelotas (RS)";"70862";"522";"2684906";"10480"
"4314423";"Picada Café (RS)";"2706";"X";"76942";"X"
"4314456";"Pinhal (RS)";"762";"X";"22775";"X"
"4314464";"Pinhal da Serra (RS)";"306";"X";"11879";"X"
"4314472";"Pinhal Grande (RS)";"426";"-";"18148";"-"
"4314498";"Pinheirinho do Vale (RS)";"419";"-";"12815";"-"
"4314506";"Pinheiro Machado (RS)";"1145";"X";"35846";"X"
"4314548";"Pinto Bandeira (RS)";"274";"X";"9446";"X"
"4314555";"Pirapó (RS)";"242";"-";"7493";"-"
"4314605";"Piratini (RS)";"2487";"X";"69768";"X"
"4314704";"Planalto (RS)";"1282";"X";"33391";"X"
"4314753";"Poço das Antas (RS)";"925";"-";"28917";"-"
"4314779";"Pontão (RS)";"448";"-";"14723";"-"
"4314787";"Ponte Preta (RS)";"220";"-";"6565";"-"
"4314803";"Portão (RS)";"8443";"X";"300248";"X"
"4314902";"Porto Alegre (RS)";"673982";"3467";"36700040";"90851"
"4315008";"Porto Lucena (RS)";"442";"-";"12655";"-"
"4315057";"Porto Mauá (RS)";"232";"-";"7486";"-"
"4315073";"Porto Vera Cruz (RS)";"154";"-";"5642";"-"
"4315107";"Porto Xavier (RS)";"1229";"X";"35504";"X"
"4315131";"Pouso Novo (RS)";"263";"X";"6919";"X"
"4315149";"Presidente Lucena (RS)";"1745";"-";"47475";"-"
"4315156";"Progresso (RS)";"679";"-";"19113";"-"
"4315172";"Protásio Alves (RS)";"251";"X";"6846";"X"
"4315206";"Putinga (RS)";"589";"-";"15484";"-"
"4315305";"Quaraí (RS)";"2634";"30";"60720";"512"
"4315313";"Quatro Irmãos (RS)";"240";"-";"7380";"-"
"4315321";"Quevedos (RS)";"255";"-";"9696";"-"
"4315354";"Quinze de Novembro (RS)";"610";"X";"19643";"X"
"4315404";"Redentora (RS)";"598";"X";"16118";"X"
"4315453";"Relvado (RS)";"254";"-";"6930";"-"
"4315503";"Restinga Sêca (RS)";"2397";"40";"58400";"523"
"4315552";"Rio dos Índios (RS)";"246";"-";"7973";"-"
"4315602";"Rio Grande (RS)";"43118";"336";"1918445";"6328"
"4315701";"Rio Pardo (RS)";"4639";"20";"118038";"380"
"4315750";"Riozinho (RS)";"1450";"-";"36019";"-"
"4315800";"Roca Sales (RS)";"3415";"-";"87334";"-"
"4315909";"Rodeio Bonito (RS)";"1125";"X";"29150";"X"
"4315958";"Rolador (RS)";"200";"-";"7934";"-"
"4316006";"Rolante (RS)";"7032";"X";"175160";"X"
"4316105";"Ronda Alta (RS)";"1289";"X";"35669";"X"
"4316204";"Rondinha (RS)";"534";"X";"16054";"X"
"4316303";"Roque Gonzales (RS)";"694";"X";"20751";"X"
"4316402";"Rosário do Sul (RS)";"4572";"X";"128878";"X"
"4316428";"Sagrada Família (RS)";"306";"X";"8481";"X"
"4316436";"Saldanha Marinho (RS)";"401";"-";"13776";"-"
"4316451";"Salto do Jacuí (RS)";"1402";"X";"53683";"X"
"4316477";"Salvador das Missões (RS)";"632";"-";"20965";"-"
"4316501";"Salvador do Sul (RS)";"2218";"X";"71188";"X"
"4316600";"Sananduva (RS)";"3631";"19";"99307";"273"
"4316709";"Santa Bárbara do Sul (RS)";"1436";"6";"48096";"105"
"4316733";"Santa Cecília do Sul (RS)";"205";"-";"6584";"-"
"4316758";"Santa Clara do Sul (RS)";"2208";"-";"54341";"-"
"4316808";"Santa Cruz do Sul (RS)";"41839";"155";"1609611";"3563"
"4316907";"Santa Maria (RS)";"69605";"466";"2838807";"11140"
"4316956";"Santa Maria do Herval (RS)";"1956";"-";"51012";"-"
"4316972";"Santa Margarida do Sul (RS)";"284";"-";"9369";"-"
"4317004";"Santana da Boa Vista (RS)";"616";"-";"15485";"-"
"4317103";"Sant'Ana do Livramento (RS)";"12277";"326";"317963";"5929"
"4317202";"Santa Rosa (RS)";"21858";"101";"688298";"2244"
"4317251";"Santa Tereza (RS)";"181";"-";"6508";"-"
"4317301";"Santa Vitória do Palmar (RS)";"4598";"30";"136870";"723"
"4317400";"Santiago (RS)";"7486";"86";"218059";"1867"
"4317509";"Santo Ângelo (RS)";"18185";"X";"544940";"X"
"4317558";"Santo Antônio do Palma (RS)";"266";"-";"7553";"-"
"4317608";"Santo Antônio da Patrulha (RS)";"10239";"30";"280482";"711"
"4317707";"Santo Antônio das Missões (RS)";"1023";"-";"29502";"-"
"4317756";"Santo Antônio do Planalto (RS)";"310";"X";"12283";"X"
"4317806";"Santo Augusto (RS)";"2412";"X";"71671";"X"
"4317905";"Santo Cristo (RS)";"3196";"X";"88651";"X"
"4317954";"Santo Expedito do Sul (RS)";"255";"-";"7460";"-"
"4318002";"São Borja (RS)";"9839";"X";"281804";"X"
"4318051";"São Domingos do Sul (RS)";"547";"-";"14980";"-"
"4318101";"São Francisco de Assis (RS)";"1630";"X";"46567";"X"
"4318200";"São Francisco de Paula (RS)";"3555";"X";"97961";"X"
"4318309";"São Gabriel (RS)";"8147";"X";"228688";"X"
"4318408";"São Jerônimo (RS)";"3461";"X";"107483";"X"
"4318424";"São João da Urtiga (RS)";"565";"-";"14981";"-"
"4318432";"São João do Polêsine (RS)";"563";"X";"15542";"X"
"4318440";"São Jorge (RS)";"435";"X";"11506";"X"
"4318457";"São José das Missões (RS)";"267";"-";"7723";"-"
"4318465";"São José do Herval (RS)";"328";"-";"9915";"-"
"4318481";"São José do Hortêncio (RS)";"822";"-";"21873";"-"
"4318499";"São José do Inhacorá (RS)";"651";"-";"19047";"-"
"4318507";"São José do Norte (RS)";"3925";"X";"115244";"X"
"4318606";"São José do Ouro (RS)";"1244";"X";"33813";"X"
"4318614";"São José do Sul (RS)";"359";"-";"10748";"-"
"4318622";"São José dos Ausentes (RS)";"447";"3";"14459";"72"
"4318705";"São Leopoldo (RS)";"56888";"228";"2361433";"5939"
"4318804";"São Lourenço do Sul (RS)";"5242";"X";"151514";"X"
"4318903";"São Luiz Gonzaga (RS)";"5841";"37";"167398";"699"
"4319000";"São Marcos (RS)";"6850";"X";"221220";"X"
"4319109";"São Martinho (RS)";"1060";"-";"27766";"-"
"4319125";"São Martinho da Serra (RS)";"228";"X";"9099";"X"
"4319158";"São Miguel das Missões (RS)";"874";"X";"27306";"X"
"4319208";"São Nicolau (RS)";"408";"X";"12346";"X"
"4319307";"São Paulo das Missões (RS)";"639";"-";"18489";"-"
"4319356";"São Pedro da Serra (RS)";"596";"-";"16544";"-"
"4319364";"São Pedro das Missões (RS)";"243";"-";"7170";"-"
"4319372";"São Pedro do Butiá (RS)";"452";"X";"14616";"X"
"4319406";"São Pedro do Sul (RS)";"1837";"X";"49405";"X"
"4319505";"São Sebastião do Caí (RS)";"7088";"2";"204803";"88"
"4319604";"São Sepé (RS)";"3264";"19";"96229";"355"
"4319703";"São Valentim (RS)";"428";"-";"11604";"-"
"4319711";"São Valentim do Sul (RS)";"407";"-";"10872";"-"
"4319737";"São Valério do Sul (RS)";"230";"-";"6812";"-"
"4319752";"São Vendelino (RS)";"618";"-";"17803";"-"
"4319802";"São Vicente do Sul (RS)";"809";"X";"25160";"X"
"4319901";"Sapiranga (RS)";"23119";"X";"619190";"X"
"4320008";"Sapucaia do Sul (RS)";"20485";"39";"776305";"869"
"4320107";"Sarandi (RS)";"6515";"19";"191778";"297"
"4320206";"Seberi (RS)";"2720";"11";"72707";"194"
"4320230";"Sede Nova (RS)";"357";"-";"10297";"-"
"4320263";"Segredo (RS)";"407";"-";"12743";"-"
"4320305";"Selbach (RS)";"1017";"X";"31339";"X"
"4320321";"Senador Salgado Filho (RS)";"270";"-";"9177";"-"
"4320354";"Sentinela do Sul (RS)";"469";"-";"12388";"-"
"4320404";"Serafina Corrêa (RS)";"5662";"17";"171345";"306"
"4320453";"Sério (RS)";"211";"-";"6158";"-"
"4320503";"Sertão (RS)";"683";"-";"21554";"-"
"4320552";"Sertão Santana (RS)";"691";"X";"21499";"X"
"4320578";"Sete de Setembro (RS)";"177";"-";"6942";"-"
"4320602";"Severiano de Almeida (RS)";"481";"X";"14060";"X"
"4320651";"Silveira Martins (RS)";"286";"X";"9564";"X"
"4320677";"Sinimbu (RS)";"815";"-";"25999";"-"
"4320701";"Sobradinho (RS)";"2517";"14";"60345";"291"
"4320800";"Soledade (RS)";"4903";"32";"129589";"657"
"4320859";"Tabaí (RS)";"643";"X";"15332";"X"
"4320909";"Tapejara (RS)";"8431";"26";"239563";"417"
"4321006";"Tapera (RS)";"2082";"X";"65299";"X"
"4321105";"Tapes (RS)";"1669";"17";"49627";"307"
"4321204";"Taquara (RS)";"10892";"X";"300600";"X"
"4321303";"Taquari (RS)";"4905";"X";"141730";"X"
"4321329";"Taquaruçu do Sul (RS)";"443";"-";"12176";"-"
"4321352";"Tavares (RS)";"500";"3";"12121";"65"
"4321402";"Tenente Portela (RS)";"2559";"X";"70385";"X"
"4321436";"Terra de Areia (RS)";"1787";"X";"43659";"X"
"4321451";"Teutônia (RS)";"10641";"19";"329291";"457"
"4321469";"Tio Hugo (RS)";"626";"X";"20329";"X"
"4321477";"Tiradentes do Sul (RS)";"440";"-";"12513";"-"
"4321493";"Toropi (RS)";"248";"-";"7893";"-"
"4321501";"Torres (RS)";"9556";"540";"262378";"9079"
"4321600";"Tramandaí (RS)";"8992";"105";"231327";"1646"
"4321626";"Travesseiro (RS)";"477";"-";"12283";"-"
"4321634";"Três Arroios (RS)";"393";"-";"12016";"-"
"4321667";"Três Cachoeiras (RS)";"2396";"-";"59737";"-"
"4321709";"Três Coroas (RS)";"7924";"X";"209829";"X"
"4321808";"Três de Maio (RS)";"5951";"22";"181094";"449"
"4321832";"Três Forquilhas (RS)";"292";"-";"8702";"-"
"4321857";"Três Palmeiras (RS)";"464";"X";"13685";"X"
"4321907";"Três Passos (RS)";"5843";"20";"164434";"356"
"4321956";"Trindade do Sul (RS)";"2132";"X";"53900";"X"
"4322004";"Triunfo (RS)";"9932";"X";"688080";"X"
"4322103";"Tucunduva (RS)";"931";"-";"25436";"-"
"4322152";"Tunas (RS)";"338";"-";"9353";"-"
"4322186";"Tupanci do Sul (RS)";"167";"-";"5513";"-"
"4322202";"Tupanciretã (RS)";"2659";"X";"89538";"X"
"4322251";"Tupandi (RS)";"2844";"-";"99699";"-"
"4322301";"Tuparendi (RS)";"1299";"-";"34665";"-"
"4322327";"Turuçu (RS)";"383";"-";"10917";"-"
"4322343";"Ubiretama (RS)";"198";"-";"7494";"-"
"4322350";"União da Serra (RS)";"191";"-";"6789";"-"
"4322376";"Unistalda (RS)";"223";"-";"6564";"-"
"4322400";"Uruguaiana (RS)";"18318";"X";"510357";"X"
"4322509";"Vacaria (RS)";"15476";"115";"458592";"2261"
"4322525";"Vale Verde (RS)";"327";"-";"8836";"-"
"4322533";"Vale do Sol (RS)";"672";"-";"22932";"-"
"4322541";"Vale Real (RS)";"1656";"-";"43846";"-"
"4322558";"Vanini (RS)";"421";"-";"10264";"-"
"4322608";"Venâncio Aires (RS)";"15818";"40";"565149";"812"
"4322707";"Vera Cruz (RS)";"4387";"X";"132143";"X"
"4322806";"Veranópolis (RS)";"7349";"X";"250161";"X"
"4322855";"Vespasiano Corrêa (RS)";"284";"-";"8693";"-"
"4322905";"Viadutos (RS)";"499";"-";"15458";"-"
"4323002";"Viamão (RS)";"20744";"132";"660654";"3085"
"4323101";"Vicente Dutra (RS)";"284";"X";"9577";"X"
"4323200";"Victor Graeff (RS)";"537";"-";"15988";"-"
"4323309";"Vila Flores (RS)";"1106";"X";"37191";"X"
"4323358";"Vila Lângaro (RS)";"481";"-";"14176";"-"
"4323408";"Vila Maria (RS)";"1532";"-";"42601";"-"
"4323457";"Vila Nova do Sul (RS)";"544";"X";"16803";"X"
"4323507";"Vista Alegre (RS)";"439";"-";"10724";"-"
"4323606";"Vista Alegre do Prata (RS)";"196";"-";"6941";"-"
"4323705";"Vista Gaúcha (RS)";"421";"-";"11361";"-"
"4323754";"Vitória das Missões (RS)";"316";"-";"8516";"-"
"4323770";"Westfália (RS)";"1564";"-";"48665";"-"
"4323804";"Xangri-lá (RS)";"4237";"X";"120316";"X"
"5000203";"Água Clara (MS)";"3944";"X";"140651";"X"
"5000252";"Alcinópolis (MS)";"505";"X";"17546";"X"
"5000609";"Amambai (MS)";"4728";"29";"134801";"439"
"5000708";"Anastácio (MS)";"2503";"38";"60686";"505"
"5000807";"Anaurilândia (MS)";"970";"X";"26654";"X"
"5000856";"Angélica (MS)";"5980";"2";"289210";"19"
"5000906";"Antônio João (MS)";"779";"X";"21660";"X"
"5001003";"Aparecida do Taboado (MS)";"6648";"35";"204404";"548"
"5001102";"Aquidauana (MS)";"5289";"37";"142344";"523"
"5001243";"Aral Moreira (MS)";"1060";"X";"35037";"X"
"5001508";"Bandeirantes (MS)";"926";"9";"27745";"142"
"5001904";"Bataguassu (MS)";"5604";"46";"143424";"669"
"5002001";"Batayporã (MS)";"1711";"X";"51783";"X"
"5002100";"Bela Vista (MS)";"2165";"X";"65897";"X"
"5002159";"Bodoquena (MS)";"1145";"3";"39059";"-"
"5002209";"Bonito (MS)";"4478";"692";"115647";"14994"
"5002308";"Brasilândia (MS)";"2056";"11";"57690";"185"
"5002407";"Caarapó (MS)";"5485";"X";"165748";"X"
"5002605";"Camapuã (MS)";"1669";"17";"50227";"262"
"5002704";"Campo Grande (MS)";"266269";"1359";"12624804";"27577"
"5002803";"Caracol (MS)";"425";"-";"12488";"-"
"5002902";"Cassilândia (MS)";"3312";"39";"87718";"488"
"5002951";"Chapadão do Sul (MS)";"7596";"79";"262791";"1415"
"5003108";"Corguinho (MS)";"472";"X";"13102";"X"
"5003157";"Coronel Sapucaia (MS)";"1002";"X";"26535";"X"
"5003207";"Corumbá (MS)";"15385";"234";"572059";"4212"
"5003256";"Costa Rica (MS)";"5039";"34";"170384";"726"
"5003306";"Coxim (MS)";"4594";"X";"131269";"X"
"5003454";"Deodápolis (MS)";"1539";"21";"38405";"338"
"5003488";"Dois Irmãos do Buriti (MS)";"1126";"X";"26721";"X"
"5003504";"Douradina (MS)";"566";"-";"16296";"-"
"5003702";"Dourados (MS)";"60644";"376";"1974496";"6455"
"5003751";"Eldorado (MS)";"1739";"10";"42966";"163"
"5003801";"Fátima do Sul (MS)";"3060";"16";"80337";"200"
"5003900";"Figueirão (MS)";"359";"-";"12253";"-"
"5004007";"Glória de Dourados (MS)";"1079";"X";"28842";"X"
"5004106";"Guia Lopes da Laguna (MS)";"1124";"9";"28744";"135"
"5004304";"Iguatemi (MS)";"1795";"12";"50244";"231"
"5004403";"Inocência (MS)";"1005";"11";"27337";"198"
"5004502";"Itaporã (MS)";"2253";"X";"65472";"X"
"5004601";"Itaquiraí (MS)";"3957";"22";"109025";"381"
"5004700";"Ivinhema (MS)";"3645";"42";"96112";"722"
"5004809";"Japorã (MS)";"420";"-";"13870";"-"
"5004908";"Jaraguari (MS)";"615";"X";"18250";"X"
